sentiment,text
-1,bi aukera daude igandean madrilgo bizikleta estatikoa ala nik argi daukat irribarre batekin
0,bi aukera ditugu edo geldi egotea edo bide egitea aurrera egitea ren hautua aurrera egitea da
-1,bi gehiengo posible daude i25etik aurrerana eh bildu podemos eajnb pnv psoe ppneajk aukeratu behar du ze
1,bi herrinborroka batn n
1,bi hitz inkestei buruz joera ona baina tentu handiz horregatik mobilizazioa eta mobilizazioa
1,bi hizkuntzak dakizkitenak endogamikoak askok 3 edo 4erdaldun elebakarra bazea kosmopolitakosmopaleta
1,bi urte denbora oso gutxi delako emaitzak lortzeko lan hau eginda egon beharko luke baina hori beste asunto bat da
1,biak dute erdian ta ez dira aldaketa estrukturalaknagian obe k diona
1,biak egin ditzaket ezta baina ez zait batere objetiboa iruditzen
1,bidali zure galderak 21ean 1900etan eta en erantzunak
0,bidali zure galderak gaur eta rek erantzungo dituzte
1,bidali zure galderak gaur eta rek erantzungo dituzte
1,bidasoaren alde bateko eta bestekoakver traducción
-1,bide asko gelditzen zaigula argi dago baita kontaketaren egian ere urkullu torturatxiki edo torturitas de salon
-1,bide batez eta onartu behar da atzo urkullu fin aritu zen zenbakien zuzentasunarekin duen obsesioa kenduko balu sikiera
1,bide legalak erabiliz ez dago beste eredu posiblerik erabakitze eskubidea
-1,bide onetik goaz atzeraldia atzean utzi eta hasi da hazkundea
1,bide onetik goaz atzeraldia atzean utzi eta hasi da hazkundea
1,bide onetik goaz euskal ereduak ondo funzionatzen du
1,bideguren proposamen garbia egin diegu eaj eta podemosi baina erantzuna ez da izan garbia edo hobe esanda ez da izan
0,bideo lotsagarri eta gaiztoen ostean eajk apurtuko ditu pse eta pprekin dituen itun guztiak ezta ezta
0,bideoa albistegien ostean gu ta gutarrak saioa ikusten zuen k 
0,bideoa arnaldo otegi independentismoaren gorakada dator hauteskunde hauetan
0,bideoa bilboko areatzako ekitaldia osoriknvídeo acto completo de ayer en el by via
-1,bideoa eh bilduren bizkaiko zerrendaburuari elkarrizketa n
1,bideoa en gazte ekitaldia rekin
1,bideoa ez zen guretako galdera da ea gustatu behar zitzaienei gustatu ote zaien
1,bideoa iñigo urkulluri elkarrizketa
1,bideoa joseba egibar ren gipuzkoako zerrendaburuan
0,bideoa k berretsi egin du legegintzaldi honetarako kadaguako bideratze lana
0,bideoa k irabaziko lituzke hauteskundeak 28 eserlekurekin
0,bideoa k nahiago du twitter berak eta beste batek kudeatzen dute bere kontua
0,bideoa ri elkarrizketa en nn
1,bideoa sarean haserrea eta nazka eragin duen pseren bideoa ikusi ez baduzu hona bideoa bera eta erreakzioak
-1,bideoa tranbia erabiltzen du k hirian bihar elkarrizketa osoa
-1,bideoa zer liburu du k esku artean berriaren
-1,bideoak probokatiboa izan behar du gaia mahai gainean jartzekon 
0,bideoan agertzen dena egitea merezi luke bideoaren egileakntoki guztietara sartzea debekatu
1,bideoan k dio erdaldunen diskriminazioa ezabatuko duela administrazioan nahita ere pseeeren emaitzekin ezin izango du 12
1,bien
1,bien dicho
1,bien dicho naiara
1,biengatik euskaldun arruntari ez egotzi holakoak badago hizkuntz kontuetan interesa ez daukan euskaldunik xd
-1,bigarren astea basauriko mitinean giro bikaina andoni busket itxaso atutxa eta iñigo urkullu lehendakariak
-1,bigarren mailako kultura herria gendea garela argi uzten digute
1,bihar 0810 hauteskunde kanpainako azken elkarrizketa ko lehendakari gaiarekin zer gald
1,bihar 1100tan ren ekitaldia durangon eta ekin
1,bihar 1100tan ren ekitaldia durangon eta ekin
0,bihar 1100tan ren ekitaldia eta ekin durangon
0,bihar 1100tan ren ekitaldia eta ekin durangon
1,bihar 1845etik aurrera debagoieneko ekitaldi nagusia egingo dugu bergaran eta rekin
-1,bihar 1845etik aurrera debagoieneko ekitaldi nagusia egingo dugu bergaran eta rekin
1,bihar 9etan agertuko da boulevardeitb saioan eta desayunostve n
0,bihar 9etan agertuko da saioan eta n
0,bihar abanton grisari kolorea emango diogu gure aukera
1,bihar arratsaldean plan ederra n karmeleren eta musika zuzenean zatoz
1,bihar azaldu nahi dut non dagoen dirua eta nola sortu lanpostuak euskal herritarrentzat erdu
-1,bihar barakaldon zuen zain egongo gara
0,bihar bazkaria eta rekin eta gero ekitaldia zorrotzan
-1,bihar bergarako plazia herri zoriontsu eta libre baten aldekuekin bete behar dogu
0,bihar bilbon ezker independentiston indarra erakutsiko dugu herriangora
0,bihar danok ta martitzenian aukera ederra ren proposamenak entzuteko
1,bihar donostian eta rekin
1,bihar donostian eta rekin
0,bihar donostian topaketa dugu hiru emakumeekin eta nvía
-1,bihar donostian topaketa politika aldatzen ari diren hiru emakumeekin eta
0,bihar ekitaldi nivel premium barakaldon jasone agirre arnaldo otegi eta quim arrufatekin
-1,bihar emango du saioa aldaketa nabarmen batekin otegi ez da agertuko eta bere ordez maddalen iriarte egongo da
1,bihar erandion eskualdeko ekitaldia ehbildu getxo
0,bihar eta barakaldon izango ditugu hurbildu zaitezte z gozatzera
1,bihar eta gure hautagaiak gasteizen ez itzazu galdu
0,bihar eta gure hautagaiak gasteizen ez itzazu galdu
-1,bihar eta izango ditugu gkzko auditorioan goizeko 1130etan guztiok batera
0,bihar eta ko kideekin izango garaelkarrekin nafarroa eta euskadi irabazle
0,bihar eta leioan n egongo dira ikasle irakasle zein langileekin hitz egitn
0,bihar eta pablo iglesias barakaldon izango ditugu hurbildu zaitezte z gozatzera
0,bihar eta pablo iglesias barakaldon izango ditugu z gozatzera
0,bihar eta zallan egongo dira
0,bihar etorri goxogoxo egotera ren ekitaldira
0,bihar goizean eta n izango dira gazteen kezkak entzuten rt winking_face
1,bihar goizean irratia entzuteko bi arrazoi un par de razones para escuchar la radio mañana por la m
0,bihar irailaren 14 laudion egongo naiz eta en kideekin
0,bihar kanpainia itxieraren mitin jaia hizlari ezinhobeak ez galdu ren olatu berdea
0,bihar lanean ordu horretan baina adi egon naiz
0,bihar lehen rekin etorri ra eta galdegin ko lehendakarigaiari
0,bihar lehendakarigaia izango dugu gurean 0805 nzein da zure galdera
0,bihar leioako campusean eta izango dira solasaldian
0,bihar leioatik ere bilbora joateko prest gaude gora
1,bihar markinaxemeinen n mitina bertan ta parte hartuko dute
-1,bihar mitina zarautzenmaddalen eta laura miribillan bezain argi eta indartsu aritu dadila
0,bihar n mahai informatiboa hurbildu eko proiektua ezagutzera
1,bihar osteguna kartel zoragarria donostian euskadi catalunya arteko topaketa eta ren eskutik
0,bihar pedro eta donostian egongo dira 1230etan intxaurrondon sagastieder plazan
-1,bihar zatoz 11 terditan kontxara errausketaren aurkako gizakatean parte hartzera
1,bihar zatoz aita claret plazara eta ikustera
-1,bihar zita duintasunarekinn zuekin gauden putreak
0,biharko planansamartinetako resakia ahaztu ta ta ikustera jun plazaran
0,bihotzetik botata dagoela garbi ikusten da emozioz eta inteligentziaz uztarturik ze ona oihana
0,bihurtuk ha galdu al du ala
0,bikain
0,bikain desayunos tve1n oso argi zehatz eta ulerkor
1,bikain eta ehn egondako minaz
1,bikain irunen herri mugimendutik herritik datozen herritarrez osatutako talde ederra d
0,bikain k proiektu sendoa eta aurrera egiteko griña duela adierazi duzu zorionak
0,bikain nola zalantzan jarri aukerarik onena bozkatzea dela gure hautagaiak entzun eta gero
1,bikaina pseren bideoaz gari goikoetxeak egindako gogoeta
1,bikaina usabiaga lotsagarria
0,bikainak OK_hand_dark_skin_tone 20160910 berriz ikusi nahi movie_camera
0,bilboko areatzan ren bazkarian indarrak hartzen azken txanparakonn
1,bilbon belaunaldi berrientzako etorkizun hobe bat eraiki behar dugu
0,bilbon gure lehentasuna da enplegua gehiago eta hobea lortzea enplegua da gizarte politikarik eraginkorrena
1,bildu caca
1,bildu caca
0,bildu eta eaj batera erabakitzeko eskubidearen bidean holan bai
0,bildu santakrutzetan izandako eraso sexista salatzen dugu eta babesa azaldu nahi dieg
1,bilduk ere esan zuen aspaldi agian 1020 urteetan ezinezkoa izango zela asi que
0,bildukbilduk otegizoritxarrez ezingo da aurkeztu maddalen da eta apenas ikusgai dago maddalenenegan zentratu behar dira
1,bildun argi dugu autokudeaketa oinarri euskal herriko gaztetxeak ezinbestekoak dirangazteok
1,bildun autonomoak b gaude ta nplguaz hitz egitean edo eteaz autonomoak ahaztu
0,bilgunea inuguratuko du k gaur errenterian ez galdu
0,bingen ta helduetan euskararen ezagutza doakoa izan beharko luke
1,biño euskaraz da ta ta gañea administrazio publikoko telebistan euskara jakin gabe ezin da eztabaidan egon
1,birao eta izenondo guztiak motz geratzen zaizkizue miserableak
1,bisitan etorri ez baina bere tokia hartu du k sopelan arnaldo lehendakari
1,bitxia danola erasotzen duzue euskarainkestek emaitza txarrak iragartzen dituzten bakoitzeanez dekozue beste argudiorik
0,bitxu hainbeste babesten dozun ren propaganda face_with_tears_of_joy face_with_tears_of_joy besteon errespetu falta salatuz gero
1,bixar mitina eibarren ez huts einnmañana mitin a las 19h00 en unzagan
1,bizi baldintza duinen alde euskal estatua eraikitzera deitu du eh bilduk vía
1,bizi baldintza duinen alde euskal estatua eraikitzera deitu du eh bildukn
1,bizi ditugun garaiak ikusita maila handiagoko behar dugu ados
1,bizi kalitatea eta lehiakortasuna bermatu nahi dugu baserriguneetan aukera berdintasuna
0,bizikidetza demokrazia eta garapen sozialean oinarritutako akordioetara helduko gara 1
1,bizikidetzaren aurkako diskurtsoa salatun
1,bizikleta martxa lazkaon denon artean nola igandean bozkatuz
1,bizikletaz bicycle oinez person_walking edo helikopteroz helicopter igandean bozkatu ehbildun
1,bizitzaren hainbat ataletan herritarrei kontsulta egitea oso garrantzitsua da rentzat
0,bizkaia margen izquierda su industria eh bildu su mejor opción arnaldo otegiren mezua bizkaitarrei vía
0,bizkaian egoitzetan greban daude gipuzkoan eh bilduk dirua jarri zuen diputazioan hitzarmena hobetzeko eta ez dago grebarik
1,bizkaieraz tartetxo bat baturantz itzuli zatitxo bat euskañolez eta listo eleanitza
1,bizkaiko aldundira deitu eta erdaraz berak gero hay alguien aqui que sepa euskera hau ote da euskararen diktadura
0,bizkaiko eko hautagai gehiago rekin
1,bizkaiko eko zenbait hautagai rekinn
0,bizkaiko hautagaien debatea josune gorospe jon azkue xabier olabarrieta 2200
0,blanca urgell patxi lopezen kultura sailburua izandakoa psek euskarari egindako azkenengo mesprezuaren aurka
1,blokeo mediatiko guztiei aurre egiteko tresna eraginkorre herri bat martxan jartzea
0,blokeo mediatiko guztiei aurre egiteko tresna eraginkorrena herri bat martxan jartzea
-1,boa arnaldo jabor
1,bon dia euskal herria bon dia catalunya by via
0,bona nit
0,bonita foto de alcaldesas y alcaldes de ezkerraldea y meatzaldea con y gora 
1,borgen telesaileko atal batean politikaria kaleratzen dute halako maniobra baten ostean nhemen gu txiton lasai ederreann
1,borreroaren estrategia da zuena benetan erasotua dena erasotzailetzat jo eta benetan inposatzen duena biktimizatu
1,borrokan jarraituko dugu eskola parekidea eta laikoa lortu arte ikasle eta gazteon bozka
1,bost axola niri utzi nazu bakean bakarrik nire ikuspegia eman dut
1,botifleroak
1,botoemaile batzuen instintu baxuak hauspotzeko modu makurra eta espantagarria
0,bozka abertzale gehio etorriko ez eta betiko psoeko bozken bila eh pili hortik felipista izatera bide laburra
1,bozka dantza handiena eaj eta elkarrekin podemosen artean omen dagoela dio enric julianak
1,bozkatu
1,bozkatu eaj
1,bozkatu eh bildu raised_fist
1,bozkatu etxekaleratzeaknbozkatu
-1,bozkatu euskadi eraiki euskadi iñigo urkullu lehendakari bozkatu
-1,bozkatu independentziaren alde bozkatu
1,bozkatu madrilen menpe biziko ez den euskal herri burujabe baten alde bozkatu
0,bozkatuena 2 aldiz eaen orain 3 edo 2 indarra izan liteke eusko legebiltzarrean
1,bra vo
1,bravo
0,brillante ante eso ya me has dejado sin palabras
1,bruselatik ilusioz ren ekitaldia jarraitzen n goazen lortzera
1,brutaltreme ciudadanosminuto 0145 penosocipayxstrollego
0,bua k arpegira bota dio i deretxo ez ikasi izana baina hau de ke ba
-1,buaaaa k ez du erantzungo galdera zehatz bati hona erantzuna ez dago prest beste pausu bat emateko
-1,bueltan da euskararen aurkako nren eskutiknn
1,buena gestion hay que seguir asi
-1,bueno gaurkua eta gero argi geratu da alderdi guztiak españari lotuta jarraitzian alde izan ezik
-1,bueno lo q hay q leer urkullu jauna zeozer deitzearren zurekin ehak ernairen txalometroa puskatu du
1,bukaeran publiko orokorrarentzako urkullu atera daiteke garaile
1,bukatu dezagun ta gero ezin badute pagatu ba bahori
1,bukatu dugu eskerrik asko eta joseba egibar solasaldi eraikitzaile honengatik
1,burujabetza arloz arlo azaltzen njasone agirre burujabetzaren a via
0,burujabetza behar dugu espainiar estatuak ez gaituelako zerbitzu publikoan lan postu berriak sortzen
1,burujabetza behar dugu justizia soziala lortzekon n
-1,burujabetza pertsona librez osatutako herri libre bat eraiki ta rekin gaur barakaldon
1,burujabetzaren bidean gaurko kontuak eta ri eskatu behar
1,burujabetzarik gabe ez dago alternatiba sozialik ez gazteentzat eta ez herri honentzat
1,cabeza de lista por eh bildu miren larrion
1,cabeza de lista por elkarrekin podemos cristina macazaga
1,calendar gaur ko hautagaia 2130etan n
-1,camino de barakaldo desde gasteiz
-1,campos eta larrañagak ren alde bozka eskatu dute 2001ko gobernuaren ardatzak eta koalizioarenak bat datoz
1,carlos zabala be like
1,castelloiko aireportua hobe dago zabalik edo itxita hori da kosteonura ikerketa geroko kudeaketaren kostua barne
0,catalá confirma que otegi puede acceder a cargo público al no estar inhabilitado para ello
-1,catalunyan zaude
1,cataluña face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
1,cc
0,cc
1,celebrando euskal jaiak de zarautz con y el equipo
0,cerramos de hoy con eskerrik asko idoia
1,chapas de otegi a 1 euro
-1,charla de eh bildu con txangel ranero trapagaran n data eta ordua  via
-1,cierto
0,cierto pena del psoe
-1,cis bozkak dantzan eajpodemos eta eh bildupodemos artean gazteen artean ehbp eta eajpse 21
-1,ciudadanoak
-1,ciudadanos zzzzz
-1,ciudadanosen diskurtsoa katalunian psucena ez iparra galdu duzu nora zoaz gorrotoz
0,ciudadanosherritarrok
1,clapper_board atzo gasteizko ekitaldian aquí y ahora es posible construir un estado decenten
1,clapper_board atzoko ekitaldiaren laburpena bideoan jasota
1,clapper_board eta oso garrantzitsua da euskera eramatea dagokion mailara
-1,clapper_board gernikan estatus politiko berria berresteko herritar kontsulta abilitatzailea
1,clapper_board laudion herri honek etorkizuna eskuetan hartu behar du herri akordio zabalak proposatzen ditugu
1,clapper_board laudion urkulluk bere posizionamendua argitu behar die herritarrei
1,clapper_board oso garrantzitsua da euskara eramatea dagokion mailara
0,clapper_board oso garrantzitsua da euskera eramatea dagokion mailara ta
1,clapper_board zarautzen eh bildu herri honen motorrak pizteko akuilu izango da
1,clapping_hands clapping_hands clapping_hands
1,clapping_hands clapping_hands clapping_hands clapping_hands aupa irabizi arte oncoming_fist oncoming_fist
1,clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands
-1,clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands kiss_mark kiss_mark kiss_mark kiss_mark
-1,clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands victory_hand victory_hand raised_fist
-1,clapping_hands clapping_hands clapping_hands nren kanpainak ezpainak gorriz margotuak ditun
-1,clapping_hands clapping_hands flexed_biceps tangerine
1,clapping_hands clapping_hands todo sabiduría
1,claro ganador maddalenek egurra eman dioeuskara ez du bat ere defenditu
-1,claro q no
1,coincidimos en lo más importante pnvpseehbildupodemos mugi arazteko emaitza
0,colocando las balconeras de en
0,comenzamos en tolosa con
1,comienza el debate en aurrera
1,comirnza el acto de durango
1,comité federal gora euskal herria askatuta gora arnaldo
0,como son sensaciones esa es la mía ha parecido por momentos la candidata de
-1,comparando a con petra kelly vota
0,compato tus ideas gora euskalerria y visca catalunya lliures
0,compromiso con los nuevos centros educativos de aldaialde en zabalgana y errekabarri en salburua
0,con apoyando a en vitoria
0,con e en una repleta plaza llodio de vitoria
0,con iñigo urkullu lo tienes chungo
0,con joan tardà siempre
0,con nuestra sg de euskadi y pili zabala en zarauzn n barakaldo
1,con otegi y su bandurria
0,concentración de miserables
1,confused_face
0,conoces a quienes encabezan nuestras listas por gipuzkoa bizkaia y araba
0,cortennnn
0,cuándo españa nos deje euskal herriak erantzun zuzena eta zintzoa merezi du behingoz
1,cuando gana la gente gana
0,cuando gana la gente sale ganando
0,cuando la gente gana gana
0,cuando se juntan todos los cerdos
0,cuanta razón
-1,cuanto menos bajen el pnv y bildu mejor
0,cubako euskal errefuxiatun kolektibuk n aldeko bozki eskatu daun
-1,cuenta otra please
-1,cultura
-1,cupekin konparatuz kritikatu duzuenok gero donostin elkar gaitezen denok batera irabaztera
-1,cuquis
0,d d d
1,da bakarra nire euskaldun eskubideak bermatuko dituenan vía
1,da esistitzen den aldaketarako berme bakarra
0,da gerran bide bazterrean erahildako bizilagunak topatzea
1,da gizarte hobea eraikitzeko beharrezkoa den lehengaia berdintasunak demokrazia gehiago dakar
1,da igual da igual
1,da pensarlo
1,da sare sozialak hobekien kudeatzen dituen hautagaia rekin
1,damutzen ez bada ez dezala besteontzako etika libururik saldu behintzat
-1,dana oso polita bai
1,dana prest dakau gaur gabaz gure bideu zabaltzeko
1,dantza hizlari bikainak eta batez ere jendearen berotasuna aupa tolosa
1,darth vader y 200 tropas imperiales desfilarán en bilbao el sábado 24
0,dator rekinemakumeak eta feminismoa politika zein bizitzaren erdigunera ekarriz kiss_mark ‍
0,datorren 25an asko daukagu jokoan enplegua sustatzea da gure lehentasuna baina ez edozein motatako enplegua
0,datozen 20 urteetarako hizkuntza politikaren oinarriak jasotzen dituzten konpromisoak finkatu ditugu
0,datozen lau urte hauetan 8500 milioi euro inbertituko ditugu
-1,datu bat rentzat osakidetzan lan egiteko euskara ez da zertan jakin behargaztelera bai ordeabi hizkuntza ofizialbi mailaketa
0,datuen arabera bai rgia osagarri moduan izanik ez da beharrezkoa beste bat izatea
0,david i joan a quedar bé i endavant les atxes
1,david latxaga eaj herrigintzan aritzeko gutxieneko konsentsu batzuk beharko lirateke
0,david pasarín ciudadanoseko bizkaiako hautagaia parlamentura ren izenean
1,de acuerdo deberian de hacerlo
1,de camino a donostia para estar con y
1,de eso podemos hablar largo y tendido independentziari buruzto eta nota estatutoaren alde hitz egiten du
0,de esto q opina el inhabilitado
1,de igual a igual q reconozcan la realidad nacional de euskadi urkullu
1,de k sitio d barakaldo y a k hora
0,de lehendakari por qué qué te apuestas
0,de lehendakari por qué qué te apuestas
1,de lehendakari por qué qué te apuestas
-1,de lehendakari por qué qué te apuestas
1,de lehendakari por qué qué te apuestas
1,de lehendakari por qué qué te apuestas
-1,de lehendakari por qué qué te apuestas
-1,de lehendakari por qué qué te apuestas
0,de lehendakari por qué qué te apuestas
0,de lehendakari por qué qué te apuestas
0,de lehendakari por qué qué te apuestas
1,de ruta por
1,de una excepción iriarte está la regla eitbatzoki
1,debate aspergarria osoinork ez ri buruz hitzegiten azkenean abstenzioa ta kitto
-1,debate con pnv eh bildu pp natalia rojo pse y elkarrekinpodemos
-1,debate iñigo urkullu
1,debatea 2200etan eskainiko dugu mila esker hedapenarengatik
1,debatean ezegotea lortu zenuten baina n milaka gara herria gara nn
-1,debatera juteko debeku hori ez det inoin ikusi baina izan leike
0,debieran bloquearle a ud también
1,defendremos el autogobierno vasco con más autogobierno
0,dei argia pnv eta podemosi utzi espainiara begiratzeari eta heldu diezaiogun herri honen etorkizuna eraikitzeari
0,deigarria da ren proposamena gaur egun frantzian eraisten ari diren sistema soziala izatea
1,del pnv y haces diagnósticos online aupa gartzia yo era fan de los santxez benga ondo segi interneta dun besterik ez
1,demagogia barata
0,dena barnebiltzen du egia da
0,dena den alderdi horien programak lortu ditugu hemen dituzuenn
0,dena dute definitzeke ez baitute ezer zehatzik planteatzen grinning_squinting_face
0,dena errazagoa da egiten dugunari zentzua eta emozioa jarrita
1,dena ondo joatea espero dut
-1,dena prest aurrera
-1,dena prest aurrera aurrera
1,dena prest eta egunik onena elkarrekin podemos
1,dena prest euskal herria eta herrialde katalanak bat egiteko 1900tan gasteizen
0,dena prest ko ekitaldirakonbakarrik zuek falta zarete
1,denbora galtzea da euskarari buruz jardutea anderea non bizi zarela uste duzu
0,denbora galtzeko ere
1,denek bide bera hartu badute publikatu garan nik errespetu osoz hartuko diat sinatu dutenak ala ez
0,denok egingo dugu lehen emakume lehendakaria gure historian
-1,denok ehbildu babestuz gero zuk e abstentzioa irabaziko genukeneurri sozial kañeroak ta indepunilateralki deklaratuz 33
0,denon herria eraikitzera goaz
0,denon herria sortu nahi dugulako eman botoa eh bildurin
0,denon herria sortu nahi dugulako i25ean guk n
0,denon herria sortu nahi dugulako nbozkatu eh bildu
0,denon herria sortu nahi dugulako neman botoa eh bilduri
1,denon herria sortzeko aukera bakarra delako nire bozka
-1,deportes
1,des de cat tot el meu suport
1,desahuciando
0,desberdintasuna ez da pairatzen pili bazterkeria bai
1,desberdintasunaren aurrean babes sozial gehiagonnn n
1,desde batzoki de benidorm a topenurkullu gure lehendakariarekinnaurrera
1,deseraiki dezagun beraien euzkadi eraiki dezagun denon euskal herria mugimendua gara gazteok n
1,desesperatuta dago lohiaren artean bozkak bilatzen eta ez ahaztu ren bidelagunak direla
1,desgarros día sí día también q dolor euskadi is different para quién
1,desobedientzia bat izan beharko zan winking_face
1,desobedientziarik ez gogoan izan rosa parks gogoan izan injustiziaren aurrean ezinbestekoa dela
0,desobeditu nahi duen herri bat parlamentu bat eratu behar kat adibideorain gehiengoak urkullu anbiguoa alda dezagun
1,diadaren bezperan bartzelonako mahainguru interesgarria hasteko atarian
0,diadaren bezperan ko ordezkaritzarekin ekitaldi ofiziala hasteko zain
0,dibertitzeko plana bai balmasedako eajpnv stand electoralean gaur umeentzako festa ospatzen dugu etor
1,dietistanutrizionistak osasun publikoan noizko 
-1,dietistanutrizionistak osasun publikoan noizko 
-1,difama que algo queda nespainiar konstituzionalismoa mínimo historikoetan dago ta lupa n
0,dignidad frente a ignominianla mirada de nn
0,dignidad para convivir duintasuna bizkidetzarako zabala septemb
0,dime quien te aplaude y te dire quien eres bete betean balio du zure kasurako unionismo erreakzionario guztiak txalotzen zaitu
1,dinot kanpainan zehar behin baino gehiagotan esamolde hori entzun diedalako
0,dio k gazteentzako enplegu plana abiatuko duela eta horregatik ko 18 gazteei dagokionez
0,dios le oiga
1,diotenez molioo batera ere iritsi garela baina zoritxarrez uste dut idoia mendia kontatu dutela
0,diozuena ez da egia eta 2013tik ari dira ko gaia lantzen ikusi
1,dira confluences garaietan dugu horrek esan nahi duten beste batzuk ez dira nahi duzu onartuz
0,directo hablamos a candidato de a lehendakari
-1,dirudienez euskaldunak eaekoak garadira soilik iparraldekoak eta nafarroa garaikoak ez
-1,dirudienez psek pscren pausoak jarraitu nahi ditu desagerpenera alonsomendia contra lo vasco
0,dirudienez psek pscren pausoak jarraitu nahi ditu desagerpeneraalonsomendia contra el nacionalismo
1,dirudun eta txiroez hizketan lehendakarigaiaren etxetxoaz hitz egin dezakegu
0,dirusarrerak bermatuak izateko eskubidea elkarrekin podemosen lehentasuna da 
1,dirusarrerak bermatuak izateko eskubidean nn
1,disfrutatzen ari da bere saltsan eta lasaitasunez
1,diskofesta
1,diskriminazioaren diskurtsoak entzuten ditugu kontrakoa da indarra egin behar dugu euskara bere ma
1,diskurtso euskarafoboa sustatzen dutenak agintean ditugu n pnvren eskutik gainera
1,diskurtsorik gazte eta eraldatzaileena eta rena dela argi geratzen ari dabesteena españa
-1,disonantzia kognitiboa
-1,domekan 25ean spriñerako prest bozkatu
-1,domekan begiratu etorkizunera ta emon botua ri
1,domekan danok bozkatzera ez daitela boto bat be etxean gelditu beste pauso bat aurrera 
1,domekan etorri eskualdeko argazki erraldoia ataratera
1,domekan mitina durangon
1,don tiene humor si le quita a don urkullu le voto
1,donald trumpi trolleatzea ondo atera zaionez pse ere hasi da trumpatzen ala bidez
1,donde esta el zaska
1,donde esta otegi
1,donde tenéis escondidas las metralletas
0,donostia
1,donostiako bus gidariekin gertatu dena ikusita argi daukat ados dela ren euskararen bideoarekin
-1,donostiako pse ko egoitzan ikusi berri dut hau eta barrutik dago jarria flushed_face
-1,donostian aurreko lau urteetan kaleratzerik ez zen egon kasualitatea ez ren lanaren emaitza
1,donostian baita
1,donostiannostirala 23 2030etan n
1,donostin mitina hasteko prest
-1,doña casilda iturrizar park
1,dudak daukezuz zeinei botau domekann1900tan maribiaz solasaldixen11 arrazoi botetako
1,dudan bazare ehbildu podemos edo pnv botau edo abstenidu etorri gaur atzaldian plazara zure dudak aklaratzera
-1,duela 3 urte enpresak ixten ziren eta langabezia gorantz zihoan orain enpresak ireki eta industria indarra hartzen ari da
-1,duela 3 urte enpresak ixten ziren eta langabezia igo orain enpresak irekitzen dira eta sortu
1,duela lau urte 24 eserleku 3 azkenak lortu genituen milaka boto behar dira eserleku bakoitza lortzeko hau da dagoena
0,duela lau urte gehiengo abertzale zabala lortu zen parlamentuaren 23 baina ez zuen ezertarako balio izan pnvrekin ezin da
1,duela urtebetetik ni hasi naiz berriro ikasten pixkanaka
0,duintasuna guztiontzat euskadiko
0,dulantziko jaiak 2016
1,durangoko san faustoko auzokideekin
0,durangon betekada ren ekitaldian hankak lurrean izanda hegan egiteko eskatzen ari zaigu
-1,durangon betekada ren ekitaldian hankak lurrean izanda hegan egiteko eskatzen ari zaigu winking_face_with_tongue
0,durangon europa mailan euskadik 4 postua irabaztea lortuko dugu berdintasunaren aldagaian
-1,e en
0,e en galiza tamén smiling_face_with_smiling_eyes
-1,ea ba eta hortan ere dauden zer diozue
1,ea noiz zatozen arratiatik bueltatxo bat ematera arratiak merezi du
-1,ea noizko euskal herriaren askatasunaren aldeko urratsaren bat txikitxua izan arren ez da hain gaitza kopon
0,ea ulertzen dudan ahal duguren lehendakarigaiaren funtzioa berria pnv bezalakoak gara baina pnv gabe antzeztea dan
-1,eaeko autogobernua eguneratzeko k planteatu dituen zazpi urratsak
-1,eaeko gobernuaren erronka nagusiak eraikitzeko pauso zehatzak aurrera
-1,eaeko hauteskundeetarako eajpnvren kanpainaren aurkezpena via
-1,eaeko jarduneko lehendakari eta hautagaia herritar baten aurka egiten etxetik kaleratzea defendatzekon
1,eaeko kanpaina egon arren pixka bat harrigarria arnaldo otegi bat diadan ez egotea
0,eaeko legebiltzarretik ere pertsona errefuxiatuen alde egin behar dugu horregatik nik
1,eaen sektore publikoaren pisua 16a da ocden 21a sektore publikoa lanpostuak sortzeko nitxoa da 40000 lanpostu
1,eaerako kanpainan ehbilduknez dugu ehbildu pantailan ateratzennaske berri bat jesarri dute alkatearen aulkiannprime timeera
1,eaj ak esaten duenez 20000gazteei lana emango die eta etxe gabe uzten ditu bi ume ez al dira gazteak hoiek ere
-1,eaj ala podemos eta eh bildu ala podemos hautesleen zalantza nagusiak
1,eaj ala podemos eta eh bildu ala podemos hautesleen zalantza nagusiak nen alderaketa
0,eaj askotan besteen erabakien atzean ezkutatzen da eurek nahi dituzten politikak gauzatzeko
1,eaj askotan besteen erabakien atzean ezkutatzen da eurek nahi dituzten politikak gauzatzeko
1,eaj azken txanpan ehbelk podemos balizko gobernu koalizioaren aukera zabaltzen hasi da atzo ortuzar gaur urkullu egibarrek ezetz dio
1,eaj bakarrik geratzen ari da
1,eaj behartu dugu euskadin kopagoa gelditzera
0,eaj bozkatzea herri gisa eta gizarte gisa aurrera egitea dela azpimarratu du urkulluk eibarren 
-1,eaj dabiyena esaten azken txanpa honetan lotsagarrixa da benetan holako errespetu falta euskadiko gehiengo abertzaliai ez neban espero
-1,eaj donostin gestazio subrogatuari buruzko eztabaida baten parte hartzeko prest
